# Depth(nm)	Force(mN)
0.000e+00	0.000e+00
1.104e+00	1.815e-03
1.315e+00	2.722e-03
1.371e+00	3.627e-03
1.888e+00	4.533e-03
1.894e+00	5.443e-03
2.402e+00	6.352e-03
2.536e+00	7.256e-03
2.418e+00	8.164e-03
3.171e+00	9.070e-03
3.041e+00	9.070e-03
2.626e+00	9.072e-03
5.432e+00	3.891e-02
1.016e+01	7.041e-02
1.402e+01	1.028e-01
1.862e+01	1.344e-01
2.287e+01	1.651e-01
2.571e+01	1.958e-01
2.985e+01	2.257e-01
3.376e+01	2.556e-01
3.769e+01	2.863e-01
4.113e+01	3.163e-01
4.412e+01	3.464e-01
4.765e+01	3.763e-01
5.158e+01	4.060e-01
5.418e+01	4.378e-01
5.592e+01	4.680e-01
5.763e+01	4.982e-01
6.036e+01	5.283e-01
6.384e+01	5.587e-01
6.594e+01	5.895e-01
6.900e+01	6.210e-01
7.151e+01	6.510e-01
7.423e+01	6.812e-01
7.575e+01	7.112e-01
7.787e+01	7.411e-01
8.090e+01	7.712e-01
8.610e+01	8.011e-01
9.002e+01	8.314e-01
9.135e+01	8.613e-01
9.173e+01	8.915e-01
9.233e+01	9.212e-01
9.310e+01	9.512e-01
9.468e+01	9.812e-01
9.635e+01	1.011e+00
9.869e+01	1.042e+00
1.002e+02	1.072e+00
1.008e+02	1.102e+00
1.028e+02	1.132e+00
1.042e+02	1.162e+00
1.068e+02	1.192e+00
1.100e+02	1.222e+00
1.124e+02	1.252e+00
1.130e+02	1.282e+00
1.139e+02	1.312e+00
1.153e+02	1.342e+00
1.180e+02	1.372e+00
1.199e+02	1.402e+00
1.207e+02	1.432e+00
1.225e+02	1.463e+00
1.238e+02	1.492e+00
1.247e+02	1.522e+00
1.272e+02	1.552e+00
1.300e+02	1.582e+00
1.332e+02	1.612e+00
1.359e+02	1.642e+00
1.392e+02	1.673e+00
1.417e+02	1.704e+00
1.426e+02	1.734e+00
1.427e+02	1.764e+00
1.431e+02	1.794e+00
1.434e+02	1.824e+00
1.443e+02	1.854e+00
1.466e+02	1.884e+00
1.483e+02	1.914e+00
1.493e+02	1.944e+00
1.493e+02	1.974e+00
1.497e+02	2.004e+00
1.521e+02	2.035e+00
1.538e+02	2.065e+00
1.543e+02	2.095e+00
1.550e+02	2.126e+00
1.552e+02	2.156e+00
1.572e+02	2.186e+00
1.586e+02	2.216e+00
1.601e+02	2.246e+00
1.610e+02	2.276e+00
1.630e+02	2.305e+00
1.647e+02	2.335e+00
1.651e+02	2.365e+00
1.664e+02	2.396e+00
1.686e+02	2.426e+00
1.707e+02	2.456e+00
1.723e+02	2.486e+00
1.738e+02	2.516e+00
1.746e+02	2.546e+00
1.755e+02	2.576e+00
1.763e+02	2.606e+00
1.778e+02	2.636e+00
1.795e+02	2.666e+00
1.798e+02	2.696e+00
1.808e+02	2.726e+00
1.816e+02	2.756e+00
1.828e+02	2.786e+00
1.837e+02	2.816e+00
1.854e+02	2.847e+00
